job_title,company_name,details_link,job_text
Data Scientist,ELEVATE Hong Kong Holdings Limited,https://www.indeed.hk/viewjob?jk=a4e44b43558cf378,"ELEVATE is the leading business risk and sustainability solutions provider. We deliver improved organizational performance through sustainability and supply chain assessment, consulting, program management and analytics. We are headquartered in Hong Kong and our 400-plus employees carry out work in over 110 countries including dedicated offices in North America, UK and Europe, and Asia.

At ELEVATE, we are proud to work together and with our clients to achieve sustainable, balanced and inclusive economic growth. Were committed to business driven sustainability.www.elevatelimited.com

We are seeking an ambitious Data Scientist to play a leading role on our Data Analytics team to use data to accelerate business-driven sustainability. You will use your advanced analytical skills to create powerful insights from data sourced directly from industry, brands, factories, and the global workforce, including data providing an intimate view into the lives of those making our clothes, assembling our devices and growing our food. Your insights will drive change to the sourcing practices of the worlds most recognizable brands, improving both their businesses and worker outcomes. Experience analyzing and presenting large datasets, and the ability to work in a challenging, fast-paced environment are required.

Responsibilities:
Lead data science analysis model development for Data Analytics team serving several internal business teams:

Research theoretical models related to major risk areas in key industries and markets
Analyze internal and external data to identify trends and insights in key geographies
Support the evolution of products or services, owning Data Analytics-related tasks (e.g. survey design and testing, data quality standards creation/adoption, etc)

Collaborate with Client Services Delivery teams to analyze and communicate Data Analytics outputs for client and vendor use: -Create data visualization templates to provide clients with actionable data they can use to drive informed ethical sourcing decisions, including the development of best practices around data bench marking

Support the design and execution of Laborlink and other Worker Engagement products to ensure high-quality data is captured and reported using best industry practices:

Explore and integrate innovative analytical approaches into Worker Engagement products, such as predictive analysis and key driver analysis with business recommendations

Maintain suite of standardized survey instruments to be implemented across countries and industries, including reviewing and modifying surveys over time

Manage staff on the Data Analytics team and maintain productive alignment with other functions

Manage Analysts by assigning account abilities, setting objectives and priorities, and monitoring and evaluating performance

Qualifications:
Masters Degree in Statistics, Business, Economics, Social Science or similar discipline or equivalent work experience

5 years or more experience in analytics, data science, or equivalent fields

Experience leading projects and teams

Background knowledge in survey design, survey methodology, and impact measurement

Experience with data exploration and visualization tools, preferably Tableau

Proficient in statistical inference (the ability to explain tests, distributions, etc.)

Proficient in Python, SPSS, and SQL

Knowledge of: Linear regression, logistic regression, LARS, LASSO, support vector machines, ANOVA and/or ANCOVA models, etc

Experience synthesizing and presenting complex data verbally and in writing

Experience interpreting analysis and communicating to non-technical audiences

Ability to teach and train effectively

Interest or experience in supply chains, manufacturing, global business

Fluent oral and written communication skills in English

We offer a competitive remuneration package to the right candidate. If you are interested in the post, please send your resume together with your present and expected salaries to Human Resources Department via the ""Apply Now"" button.

For more information about our company, please visitelevatelimited.com

We are an equal opportunity employer and welcome applications from all qualified candidates. All applications will be treated in the strictest confidence. Personal data provided will be used for recruitment purposes only. We do not assume any risk of disclosure of personal information prior to receipt of applications.

All applications applied through our system will be delivered directly to the advertiser and privacy of personal data of the applicant will be ensured with security.

Full-time"
Data Scientist,Harbridge Partners Limited,https://www.indeed.hk/viewjob?jk=597da94283824a2c,"Our client is recognized as a leader in software product development by independent research agencies. Headquartered in the United States, our client employs over 21,000+ IT professionals and serves clients worldwide utilizing its award-winning Central and Eastern European global delivery platform and its locations in 24 countries across 4 continents.Our client is looking for passionate software engineers / data scientists with a proven track record of delivering challenging software projects in small agile technically focused teams. Our client doesn’t have QA’s or BA’s so you will be responsible for the full delivery life cycle. Effective communication skills and a proactive nature are essential.WE OFFERUnique opportunity to work for challenging projects in a multinational teamCompetitive compensation depending on experience and skillsRegular assessments and salary reviewsFree English classesOpportunities for self-realizationFriendly team and creative atmosphereFlexible working scheduleCorporate and social eventsRESPONSIBILITIESWork with the users, product owners and engineering teams to understand and develop solutions that will be the underpinning of recommendation engine.Release software weekly and follow agile best practices such as TDD, Kanban, CI pipelines, etc.Work with data in a newly built data lake and use skills and experience in the areas to architect and build out the product.Work closely with other business areas and stakeholders as well as other IT teams to deliver high quality software.REQUIREMENTSDegree or Masters in Computer Science or equivalentMust have: Data mining / analysis, Apache Spark, Hadoop, Zeppelin or Jupyter notebooks, experience of Agile working (TDD, testing, kanban, scrum)Great to have: Data visualization, Machine Learning, NLP, Graph DB’s, Python, ScalaGood level of performanceAbility to fall within estimationPossibility to comply with the customer's needsGood communication skillsIntermediate (B2) or higher level of spoken and written EnglishDESIRABLEPrevious experienced on working in a global environment with global colleagues, stakeholders and onsite/client teams, in particular sensitivity to cultural differences, time zones etc.Please feel free to call Stella Huo on 2523 9923 for further in-depth information on this opportunity or just email your updated resume directly to: consultants AT harbridgepartners.comWe shall endeavour to reply to all relevant applications within 24 hours.Job Types: Full-time, PermanentEducation:Bachelor's Degree (Required)"
AI Data Scientist (Strong Programming Required - C++/Java/Python),Risksis Technology Limited,https://www.indeed.hk/viewjob?jk=1d145e126e524ee9,"RISKSIS is a Blockchain and Big Data Technology Company in Hong Kong.

We specialize in applying innovations to mobile devices and production system in various industries including retail, banking, telecom and consumer market.

We believe that intelligence and predictability is hidden in the vast ocean of data (a.k.a. Big Data) collected in business operations and in daily lives.We offer online platforms for different verticals using our proprietary big data technologies so as to leverage a scalable number of machines to process huge dataset and to discover relevant data patterns for sub-section decision making for maximized return-on-investment.

RISKSIS offers blockchain platform (TFX) interconnecting global banks, commodity traders and shipping companies around the world for international trade and financing facilitation.RISKSIS also offers mobile O2O and analytic solutions to big retail chains so as to make our clients succeed and capitalize on Big Data initiatives.

Our clients are big chip companies covering banking, insurance, shipping companies, telecom, retail, logistics and manufacturing industries and Government.

Our office are located in Hong Kong Science Park.

http://www.risksis.com

Mobile: +852 60516869

Responsibilities:
** AI Algorithm Development

** Deep Learning / Neural Network Software Development

** Use of TensorFlow, Keras or caffe

** Fast Research Capabilities

Requirements:
** Strong in Programming Language (Especially C++ or Java or OOP )
** Strong Academic or Strong Mathematics or Strong Experience is preferred
Understand Deep Learning Algorithms
Experience in Neural Network Programming
Fresh graduate will be considered and on-job-training will be provided.

Candidate with more experience will be considered as Senior/Team lead role.
Student Placement will be considered

Benefits:
Attractive remunerations will be offered to the successful candidates
Excellent opportunity to further develop your professional skills

If you are interested, please send your resume by clicking ""Apply Now"" Or contact us at 60516869.

All applications applied through our system will be delivered directly to the advertiser and privacy of personal data of the applicant will be ensured with security.

Full-time,Permanent"
Data Scientist,HGC Global Communications Limited,https://www.indeed.hk/viewjob?jk=2f0111cd36beaac8,"HGC Global Communications Limited (HGC) is a leading fixed-line operator, IT service provider, carriers carrier and one of Hong Kongs largest-scale Wi-Fi service providers. HGC empowers local and overseas customers with one-stop international, corporate, data centre and residential broadband services. HGC owns and runs an extensive optical-fibre network, coupled with four cross-border routes integrated with three of mainland Chinas tier-one telecoms operators, plus a world-class international network. The company is committed to developing cloud computing services and offering high-speed Wi-Fi service under the HGC On Air brand.

Job Overview

We are looking for a Data Scientist who will support our product, sales, leadership and marketing teams with insights gained from analyzing company data. The ideal candidate is adept at using large data sets to find opportunities for product and process optimization and using models to test the effectiveness of different courses of action. They must have strong experience using a variety of data mining/data analysis methods, using a variety of data tools, building and implementing models, using/creating algorithms and creating/running simulations. They also must be well versed in data modelling, machine learning and AI algorithms and creating data sets for AI/ML based outcomes. They must have a proven ability to drive business results with their data-based insights. They must be comfortable working with a wide range of stakeholders and functional teams. The right candidate will have a passion for discovering solutions hidden in large data sets and working with stakeholders to improve business outcomes.

Responsibilities:
Work with stakeholders throughout the organization to identify opportunities for leveraging company data to drive business solutions.

Mine and analyze data from company databases to drive optimization and improvement of product development, marketing, sales, network optimisation and business strategies.

Develop custom data models, statistical modelling and algorithms to apply to data sets for data analytics, AI and ML purposed.

Use predictive modelling to increase and optimize customer experiences, revenue generation, and other business outcomes.

Develop company A/B testing framework and test model quality.

Coordinate with different functional teams to implement models and monitor outcomes.

Develop processes and tools to monitor and analyze model performance and data accuracy.

Qualifications:
Strong problem solving skills with an emphasis on product development.

Experience using statistical computer languages (R, Python, SQL, etc.) to manipulate data and draw insights from large data sets.

Experience working with and creating data architectures.

Knowledge and experience in statistical and data mining techniques: GLM/Regression, Random Forest, Boosting, Trees, text mining, social network analysis, etc.

Knowledge of a variety of machine learning techniques (clustering, decision tree learning, game theory, artificial neural networks, etc.) and theirreal-world advantages/drawbacks.

Knowledge of advanced statistical techniques and concepts (regression, properties of distributions, statistical tests and proper usage, etc.) and experience with applications.

Experience analyzing data from 3rd party providers: Google Analytics, Site Catalyst, Coremetrics, Adwords, Crimson Hexagon, Facebook Insights, etc.

Can work with both structured and unstructured data.

Experience with distributed data/computing tools: Map/Reduce, Hadoop, Hive, Spark, Gurobi, MySQL, etc.

Experience in building propensity and attribution models.

A drive to learn and master new technologies and techniques.

3-7 years of experience of working with data and building statistical models, has a Masters or PHD in Statistics, Mathematics, Computer Science or another quantitative field, and is familiar with the following software/tools:

Good to have:
Experience using web services: Redshift, S3, Spark, DigitalOcean, etc.

Experience visualizing/presenting data for stakeholders using: Periscope, alteryx, SAS, tableau, D3, ggplot, etc.

Excellent written and verbal communication skills for coordinating across teams and presenting results to non data savvy executives

We offer competitive salary package and career development opportunity. Free company coach is provided. Interested parties, please quote our reference number and apply with full resume, present and expected salary, by clicking ""APPLY NOW"".

We are an equal opportunity employer and welcome applications from all qualified candidates. Information provided will be treated in strict confidence and only be used for consideration of your application for the relevant post within HGC Global Communications Ltd. Personal data provided by job applicants will be used strictly according to our Personal Information Collection Statement, a copy of which will be available upon written request.Information of unsuccessful candidates will be destroyed within six months

Full-time,Permanent"
Data Scientist,Inter Partner Assistance Hong Kong Limited,https://www.indeed.hk/viewjob?jk=cfbba2cee82409c8,"Company Overview

Since 1959, Inter Partner Assistance Group has been providing assistance service to a worldwide clientele. At that time the company was name GESA (Group Europeen S.A.) and based in Barcelona (Spain). Initially, the Group was specialized in the provision of legal assistance services to holidaymakers involved in road traffic accidents. The range of our services extended rapidly to include Medical, Motor, Home and Privilege Assistance which became the core capability of the Group. At the same time the Head Office of the company was relocated to Paris and subsidiaries were established over the five continents.

Hong Kong was registered in 1992. After the Group Head Office completed a series of acquisitions, it changed its name to Inter Partner Assistance Hong Kong in 1998 and dedicated in operating alarm centre to provide 24 hours round the clock and 365 days services to our clients and clients end users.

Over the years, Inter Partner Assistance Hong Kong has maintained the utmost commitment into excellence while performing its mission: TO HELP PEOPLE.

Why Join Us?

At Inter Partner Assistance Hong Kong, we believe in creating an environment whereby individual with energy, creativity and commitment are bonded together to work towards a common goal. In the process, they will be able to fulfill their potential and having fun doing it...
Between us, we are more than just colleagues, we are family.

Job Purpose

Artificial intelligence has shown great power in applications of pattern recognition and predictive analysis. However the major gap between AI and the business and operation of the Company is how models can be designed, trained and implemented to meet our specific needs. We propose to recruit a lead data scientist to take charge of all of the aspects of the development of AI in Group, which includes the most fundamental design of the infrastructure, frameworks and procedures of data and modesl. Also, the lead data scientist will find out all potential applications of AI in the business and operation of the Company to reduce cost, increase efficiency and ultimately create more value.

Position Responsibilities

Apply probability, statistics and machine learning to develop and create models for structured and unstructured data and to provide data-based solutions to complex business problems

Lead different-scale projects of data storage, data cleaning and data analysis in terms of different aspects of technology, processes and systems

Monitor project progress and manage priority and milestones

Create prototypes to test and verify new ideas and thoughts of modelling

Lead developers to implement algorithms and models, to modify and to improve mainstream open-source ML frameworks for better performance

Lead developers to set up connection and APIs between existing and new systems and to apply trained models in systems

Lead developers to create visualization tools for data and models, to create user-friendly GUI and to reduce training cost of ML-based systems

Represent the data science team and form a close corporation with other teams to promote data-based solutions to business problems

Education Experience

Graduate degree in related disciplines (PhD is preferred)

At least 5-year experience in data analysis, data mining, artificial intelligence, computer vision or related areas

Solid foundation of probability and statistics with knowledge of estimation theory, time series, multivariate statistics and linear models

Strong and complete knowledge of the theory and models of machine learning including feature engineering, ensemble learning, regularization techniques, SVM, neural networks and deep learning

Strong knowledge of cleaning and preprocessing structured and unstructured data with outliers, missing values and different feature types

Master a scripting language (Python is preferred)

Strong knowledge of C/C++ with familiarity of new features of new versions, STL and Boost

Strong knowledge of GPU acceleration with experience in CUDA and cuDNN

Strong knowledge of at least one deep learning framework (Tensorflow is preferred) and at least one machine learning framework (XGBoost and LightGBM are preferred)

Knowledge of Scala and distributed calculation (Spark or Hadoop) is preferred

Familiarity of Linux environment, common developing tools and version management systems

Excellent research and analysis skills and creative thoughts

Strong ethical compass, demonstrable integrity, a commitment to doing the right thing, communication and presentation skills

We offer attractive remuneration package including Medical Life Insurance benefit, birthday leave and discretionary annual bonus, etc.

Interested parties please send resume indicating current, expected salary and availability to HR Department by clicking ""Apply Now"".

Only shortlisted candidates will be notified. All data collected will be treated in strict confidentiality and used for recruitment purpose only. Personal data of unsuccessful applicants will be destroyed within 24 months from the date of receipt.

Full-time,Permanent"
Data Scientist,Hotmob Limited,https://www.indeed.hk/viewjob?jk=a59b9777a43f6a69,"About Hotmob Limited

Established in 2007, Hotmob (www.hot-mob.com) is the leading mobile marketing company that operates the largest Hybrid Mobile Marketplace in the region.
Hotmob is committed to offer premium advertising and data-driven mobile marketing solutions, with the facilitation of proprietary advertising technologies and robust ad-serving platforms to meet the growing demand from businesses across Asia.
Hotmob is truly dedicated to deliver innovation and thought leadership in mobile advertising, and our business is built on best-of-the-class solutions to bring value to local and global clients.

Responsibilities

Architect, implement and deploy new data models and data processes in production
Elicit and analyze the requirements to come up with a mobile strategy and present meaningful solutions to clients
Enhance data collection processes to include data from 1st and 3rd party systems relevant for developing analytics systems
Preparation of Visual Prototypes and solution components to provide visual model of solution
Develop, improve and iterate on machine learning techniques and data mining methodology
Develop tools for tracking, analyzing and reporting data from multiple sources and for diverse business needs
Provide recommendations to the management and account servicing team
Build automated models and visualizations tools to uncover patterns, optimize service offering and improve business model

Requirements:
Masters or Bachelors in relevant field (Data Mining, Computer Science, Mathematics, Statistics, Physics etc.)
Big Data Architecture, Visualization, Mining, Management, Governance, Integration.
Solid mathematical foundation and machine learning algorithm skills, proficient in common data structures and algorithms
Strong quantitative or engineering background
Ability to code (Preferably Python) and good knowledge of SQL
Experience in working with Big Data technologies (such as Apache Beam and Spark) is definitely a plus

Benefits:
COMPETITIVE PACKAGE
5 days’ working
Comfortable working environment
Performance Bonus
Medical Insurance and Training Allowance
Flexible working hours
Interested candidates please send your resume, date of availability, current and expected salary to: jobs@hot-mob.com"
Solution Engineer,Leading Edge Group Limited,https://www.indeed.hk/viewjob?jk=96ada43503e28b0b,"Leading Edge Group Limited (“LEG”) is found by a team of highly experienced IT, Data Scientist experts in 2014. The establishment of LEG is to contribute new and innovative Data & AI technology to the market. LEG is a certified Microsoft Cloud Solution Provider in Data & AI and certified SAS implementation partner in HK.
We are the market leader in delivering advanced DATA-centric solutions. The professional service team has extensive structured and unstructured data analytic experiences and skills for meeting the high quality demanded to the cross-industries enterprise customers. We are providing premium data analytic services to the largest enterprises in Hong Kong.
LEG has involved in significant number of successful implementations of AI, Machine Learning, Deep Learning, business intelligence, data visualization, data warehouse as well as data management projects of various sizes, ranging from small projects to large complex deployments that span different industries and a myriad of reporting requirements. Our professional service team has deployed are over 100 data analytics applications.
Whoever starts working with us can feel it right away: We are curious about people and always expect the best of them. Approaching new colleagues candidly and welcoming them with confidence — for us it is part of the culture that has made us successful and rapid growth for years. Trust is what deeply connects us at LEG. And what makes a perfect start for your career with us.
For more details, please visit our website: http://www.leadingedge-group.com/

For inquiry please email to: @

Job Description

To implement big data and data management for business analytics application
Responsible for system design, system development and project implementations
To work on solution development from start to closure
To monitor project process and technical matters, and to ensure the successful project deliverable on time
Cooperate with team mates to meet working schedule, requirements and resolve all changes/issues/risk that may arise
Skills & Requirements Year of IT Experience: at least 2 years Minimum Education Level : Bachelor or Equivalent Fields of Study : Computer Science, Computer Engineering, Information Engineering, or Information Technology

Bachelor or above in Information Technologies, Computer Engineering or related disciplines
Knowledge, skill and experiences with troubleshooting skills in SQL language, basic databases administration, or IT service is an advantage
Knowledge, skill and experiences on Oracle database, MS SQL Server, and MYSQL database is an advantage
Knowledge in Python, and R is an advantage
Strong communication skill is an advantage
Fresh graduate is also considered Interested parties, please apply via or direct email. All personal information is used for recruitment purpose only."
Data Scientist,BO LE ASSOCIATES LIMITED,https://www.indeed.hk/viewjob?jk=b53af974c7587e92,"Bó Lè Associates is the largest executive search firm in Asia with a well-developed network of 14 wholly-owned local offices and 380+ staff in the region (Beijing, Chengdu, Chongqing, Dalian, Guangzhou, Shanghai, Shenzhen, Suzhou, Tianjin, Hong Kong, Taipei, Bangkok, Jakarta and Kuala Lumpur). We have 330+ experienced consultants and researchers, and 50+ support staff including Finance and Accounting, IT, in-house Recruitment and Training, and Marketing and Communication specialists. We have been ranked No. 1 in China and Indonesia, and also in the top three in Malaysia and the Philippines. Bó Lè Leaders is the wholly-owned subsidiary of RGF, the world’s fifth largest and Japan’s largest HR service provider.

Our top 10 clients are all Fortune 100 companies. Bó Lè Leaders has been recognized as a leader and top provider of quality services. We were globally voted as one of the “Top 10 Executive Search Firm in 2012” in a survey conducted by TopExecutiveSearchFirms.com. For more information, please visit our website at www.bo-le.com.

Job Overview We are looking for a Data Scientist who will support our product, sales, leadership and marketing teams with insights gained from analyzing company data. The ideal candidate is adept at using large data sets to find opportunities for product and process optimization and using models to test the effectiveness of different courses of action. They must have strong experience using a variety of data mining/data analysis methods, using a variety of data tools, building and implementing models, using/creating algorithms and creating/running simulations. They also must be well versed in data modelling, machine learning and AI algorithms and creating data sets for AI/ML based outcomes. They must have a proven ability to drive business results with their data-based insights. They must be comfortable working with a wide range of stakeholders and functional teams. The right candidate will have a passion for discovering solutions hidden in large data sets and working with stakeholders to improve business outcomes. Responsibilities

Work with stakeholders throughout the organization to identify opportunities for leveraging company data to drive business solutions.
Mine and analyze data from company databases to drive optimization and improvement of product development, marketing, sales, network optimisation and business strategies.
Develop custom data models, statistical modelling and algorithms to apply to data sets for data analytics, AI and ML purposed.
Use predictive modelling to increase and optimize customer experiences, revenue generation, and other business outcomes.
Develop company A/B testing framework and test model quality.
Coordinate with different functional teams to implement models and monitor outcomes.
Develop processes and tools to monitor and analyze model performance and data accuracy.
Qualifications

Strong problem solving skills with an emphasis on product development.
Experience using statistical computer languages (R, Python, SQL, etc.) to manipulate data and draw insights from large data sets.
Experience working with and creating data architectures.
Knowledge and experience in statistical and data mining techniques: GLM/Regression, Random Forest, Boosting, Trees, text mining, social network analysis, etc.
Knowledge of a variety of machine learning techniques (clustering, decision tree learning, game theory, artificial neural networks, etc.) and their real-world advantages/drawbacks.
Knowledge of advanced statistical techniques and concepts (regression, properties of distributions, statistical tests and proper usage, etc.) and experience with applications.
Experience analyzing data from 3rd party providers: Google Analytics, Site Catalyst, Coremetrics, Adwords, Crimson Hexagon, Facebook Insights, etc.
Can work with both structured and unstructured data.
Experience with distributed data/computing tools: Map/Reduce, Hadoop, Hive, Spark, Gurobi, MySQL, etc.
Experience in building propensity and attribution models.
A drive to learn and master new technologies and techniques.
3-7 years of experience of working with data and building statistical models, has a Master’s or PHD in Statistics, Mathematics, Computer Science or another quantitative field, and is familiar with the following software/tools

Good to have:
Experience using web services: Redshift, S3, Spark, DigitalOcean, etc.
Experience visualizing/presenting data for stakeholders using: Periscope, alteryx, SAS, tableau, D3, ggplot, etc.
Excellent written and verbal communication skills for coordinating across teams and presenting results to non data savvy executives"
"Data Scientist, Director- Financial Services APAC- HKD80k",Cogs Agency HK,https://www.indeed.hk/viewjob?jk=1ab9ad946450576f,"My client is a well- recognized investment firm with a global reach. They provide investment solutions of all asset classes for their client to achieve their financial goals. Technology, data science, and innovation is the essential to drive effective investment decisions. They are looking to hire a Data Scientist, Director, to help enhancing such capabilities.
Responsibilities:
Collaborate seamlessly with global teams to incorporate data analytics, deep learning, Natural Language Processing (NLP), machine learning techniques to develop new investment strategies and products of all asset classes (equities, fixed- income, multi- asset)
Design and develop new tools to determine human behavioural insights on investment strategies and purchasing behaviours
Requirements:
Education background (Masters/PhD) in Statistics, Biology, Mathematics, or other relevant disciplines
Solid experience in data science, machine learning, Natural Language Processing (NLP)
Knowledge in investment products, market trends, and overall financial landscapes
For confidential discussions please contact Dennis Law via dennis.law@cogsageny.com, thanks."
Data Scientist,Hotmob Limited,https://www.indeed.hk/viewjob?jk=a59b9777a43f6a69,"About Hotmob Limited

Established in 2007, Hotmob (www.hot-mob.com) is the leading mobile marketing company that operates the largest Hybrid Mobile Marketplace in the region.
Hotmob is committed to offer premium advertising and data-driven mobile marketing solutions, with the facilitation of proprietary advertising technologies and robust ad-serving platforms to meet the growing demand from businesses across Asia.
Hotmob is truly dedicated to deliver innovation and thought leadership in mobile advertising, and our business is built on best-of-the-class solutions to bring value to local and global clients.

Responsibilities

Architect, implement and deploy new data models and data processes in production
Elicit and analyze the requirements to come up with a mobile strategy and present meaningful solutions to clients
Enhance data collection processes to include data from 1st and 3rd party systems relevant for developing analytics systems
Preparation of Visual Prototypes and solution components to provide visual model of solution
Develop, improve and iterate on machine learning techniques and data mining methodology
Develop tools for tracking, analyzing and reporting data from multiple sources and for diverse business needs
Provide recommendations to the management and account servicing team
Build automated models and visualizations tools to uncover patterns, optimize service offering and improve business model

Requirements:
Masters or Bachelors in relevant field (Data Mining, Computer Science, Mathematics, Statistics, Physics etc.)
Big Data Architecture, Visualization, Mining, Management, Governance, Integration.
Solid mathematical foundation and machine learning algorithm skills, proficient in common data structures and algorithms
Strong quantitative or engineering background
Ability to code (Preferably Python) and good knowledge of SQL
Experience in working with Big Data technologies (such as Apache Beam and Spark) is definitely a plus

Benefits:
COMPETITIVE PACKAGE
5 days’ working
Comfortable working environment
Performance Bonus
Medical Insurance and Training Allowance
Flexible working hours
Interested candidates please send your resume, date of availability, current and expected salary to: jobs@hot-mob.com"
"Data Scientist, senior level",Terminal 1,https://www.indeed.hk/viewjob?jk=5096f6cd99709c3f,"Responsibilities
Responsible for the analytics pipeline from data extraction and processing to model creation and result visualisation
Conduct data analysis and create algorithms to predict probabilities
Lead researches in the application of AI for stakeholders
Identify what data is available and relevant from internal and eternal sources
Design data collection, integration and retention requirements
Work with the engineering team to design and implement data-driven systems

Requirements
Hands on experience (minimum 6 years) with machine learning models using Python or R
Experience with one of the following tools: Tensorflow, XGboost, Torch7
Data Visualization skills
Great communication skills in English AND Cantonese or Mandarin"
"Data Scientist, Director- Financial Services APAC- HKD80k",Cogs Agency HK,https://www.indeed.hk/viewjob?jk=1ab9ad946450576f,"My client is a well- recognized investment firm with a global reach. They provide investment solutions of all asset classes for their client to achieve their financial goals. Technology, data science, and innovation is the essential to drive effective investment decisions. They are looking to hire a Data Scientist, Director, to help enhancing such capabilities.
Responsibilities:
Collaborate seamlessly with global teams to incorporate data analytics, deep learning, Natural Language Processing (NLP), machine learning techniques to develop new investment strategies and products of all asset classes (equities, fixed- income, multi- asset)
Design and develop new tools to determine human behavioural insights on investment strategies and purchasing behaviours
Requirements:
Education background (Masters/PhD) in Statistics, Biology, Mathematics, or other relevant disciplines
Solid experience in data science, machine learning, Natural Language Processing (NLP)
Knowledge in investment products, market trends, and overall financial landscapes
For confidential discussions please contact Dennis Law via dennis.law@cogsageny.com, thanks."
Lead Data Scientist,KOS INTERNATIONAL LIMITED,https://www.indeed.hk/viewjob?jk=1a8c852b03b3111c,"About Our ClientOur client is one of the leading regional assistance service provider and a sister company with a well-known insurance firm. To provide better services for their customers with the business strategy and adoption of the new technology development planning, they are seeking a solid experience Data Scientist to join their dedicated IT team. About the RoleReporting to the COO, you will be the key contributor to take charge and ownership of all aspects of the development of AI for the company. You will study & design statistical and machine learning models in new & existing systems, designing the frameworks & procedures for data transferring and model inferencing, train and implement the models to meet specific needs of the company.

You will also be responsible to research and find out every potential applications of AI in the business and operation of the company to save cost, increase efficiency and ultimately create more value. RequirementsDegree in Statistics, Mathematics, Computer Science, or related discipline (PhD is preferred)Minimum 5 years solid experience in data analysis, data mining, AI, computer vision, etc.Solid foundation of probability and statistics with knowledge of estimation theory, time series, multivariate statistics and linear modelsGood scripting in Python or related languagesStrong knowledge of C/C++ and familiar with new feature versions, STL and BoostGood knowledge of deep learning and machine learning frameworks, GPU acceleration with experience in CUDA and cuDNN (an advantage)Have knowledge of Scala and distributed calculation (Spark or Hadoop) is preferredExcellent research and analysis skills and creative thoughtsStrong ethical compass and able to work independently & committed to the jobGood communication and interpersonal skillsFluency in both spoken and written English and ChineseClick ""Apply Now"" to apply for this position or call Teresa Chan at +852 3180 4916 for a confidential discussion. All information collected will be kept in strict confidence and will be used for recruitment purpose only."
Data Scientist,BO LE ASSOCIATES LIMITED,https://www.indeed.hk/viewjob?jk=b53af974c7587e92,"Bó Lè Associates is the largest executive search firm in Asia with a well-developed network of 14 wholly-owned local offices and 380+ staff in the region (Beijing, Chengdu, Chongqing, Dalian, Guangzhou, Shanghai, Shenzhen, Suzhou, Tianjin, Hong Kong, Taipei, Bangkok, Jakarta and Kuala Lumpur). We have 330+ experienced consultants and researchers, and 50+ support staff including Finance and Accounting, IT, in-house Recruitment and Training, and Marketing and Communication specialists. We have been ranked No. 1 in China and Indonesia, and also in the top three in Malaysia and the Philippines. Bó Lè Leaders is the wholly-owned subsidiary of RGF, the world’s fifth largest and Japan’s largest HR service provider.

Our top 10 clients are all Fortune 100 companies. Bó Lè Leaders has been recognized as a leader and top provider of quality services. We were globally voted as one of the “Top 10 Executive Search Firm in 2012” in a survey conducted by TopExecutiveSearchFirms.com. For more information, please visit our website at www.bo-le.com.

Job Overview We are looking for a Data Scientist who will support our product, sales, leadership and marketing teams with insights gained from analyzing company data. The ideal candidate is adept at using large data sets to find opportunities for product and process optimization and using models to test the effectiveness of different courses of action. They must have strong experience using a variety of data mining/data analysis methods, using a variety of data tools, building and implementing models, using/creating algorithms and creating/running simulations. They also must be well versed in data modelling, machine learning and AI algorithms and creating data sets for AI/ML based outcomes. They must have a proven ability to drive business results with their data-based insights. They must be comfortable working with a wide range of stakeholders and functional teams. The right candidate will have a passion for discovering solutions hidden in large data sets and working with stakeholders to improve business outcomes. Responsibilities

Work with stakeholders throughout the organization to identify opportunities for leveraging company data to drive business solutions.
Mine and analyze data from company databases to drive optimization and improvement of product development, marketing, sales, network optimisation and business strategies.
Develop custom data models, statistical modelling and algorithms to apply to data sets for data analytics, AI and ML purposed.
Use predictive modelling to increase and optimize customer experiences, revenue generation, and other business outcomes.
Develop company A/B testing framework and test model quality.
Coordinate with different functional teams to implement models and monitor outcomes.
Develop processes and tools to monitor and analyze model performance and data accuracy.
Qualifications

Strong problem solving skills with an emphasis on product development.
Experience using statistical computer languages (R, Python, SQL, etc.) to manipulate data and draw insights from large data sets.
Experience working with and creating data architectures.
Knowledge and experience in statistical and data mining techniques: GLM/Regression, Random Forest, Boosting, Trees, text mining, social network analysis, etc.
Knowledge of a variety of machine learning techniques (clustering, decision tree learning, game theory, artificial neural networks, etc.) and their real-world advantages/drawbacks.
Knowledge of advanced statistical techniques and concepts (regression, properties of distributions, statistical tests and proper usage, etc.) and experience with applications.
Experience analyzing data from 3rd party providers: Google Analytics, Site Catalyst, Coremetrics, Adwords, Crimson Hexagon, Facebook Insights, etc.
Can work with both structured and unstructured data.
Experience with distributed data/computing tools: Map/Reduce, Hadoop, Hive, Spark, Gurobi, MySQL, etc.
Experience in building propensity and attribution models.
A drive to learn and master new technologies and techniques.
3-7 years of experience of working with data and building statistical models, has a Master’s or PHD in Statistics, Mathematics, Computer Science or another quantitative field, and is familiar with the following software/tools

Good to have:
Experience using web services: Redshift, S3, Spark, DigitalOcean, etc.
Experience visualizing/presenting data for stakeholders using: Periscope, alteryx, SAS, tableau, D3, ggplot, etc.
Excellent written and verbal communication skills for coordinating across teams and presenting results to non data savvy executives"
